Price,Year,Power(HP),Mileage(KM),Description,Link,Fuel_type
7899999,2018,190,174477,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 LED2.NAVI PRO.VIRTUAL C..SÉRÜLÉSMENTES,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_led2navi_provirtual_cserulesmentes-18605432#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7950000,2018,190,213000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG Navi. Led. Alcantara. Vonóhorog. Virtual. F1 váltó. Sérülésmentes,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_navi_led_alcantara_vonohorog_virtual_f1_valto_serulesmentes-18716053#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2018,150,143796,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 MAGYAR-1.TUL-LED-NAVI-KAMERA-4X Ü.FŰTÉS-P.RADAR!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_magyar-1tul-led-navi-kamera-4x_ufutes-pradar-18698434#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2019,150,166000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI SCR Business DSG Videós hirdetés,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_scr_business_dsg_videos_hirdetes-18684991#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2015,156,196271,VOLKSWAGEN PASSAT Variant 1.4 TSI GTE plug-in hibrid ! Vezetett szervizkönyv! Vezérlés csere!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_1.4_tsi_gte_plug-in_hibrid_vezetett_szervizkonyv_vezerles_csere-18649327#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Hibrid (Benzin)
7990000,2017,280,131265,VOLKSWAGEN PASSAT 2.0 TSI Highline BMT DSG 4Motion MAGYAR. 1.-TUL. ÁFÁ-S. Nr.: 029,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tsi_highline_bmt_dsg_4motion_magyar_1-tul_afa-s_nr_029-18614853#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Benzin
7990000,2017,190,119876,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion M.O.-i! 120e. Km! LED! Garanciával!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion_mo-i_120e_km_led_garanciaval-18608361#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2016,190,152358,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion-18453182#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2018,150,93932,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 94eKM.LED2.NAVI.KAMERA.ÖsszAsszisztens,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_94ekmled2navikameraosszasszisztens-18432619#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2018,150,119082,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Business DSG MO-i gépjármű/Garantált 119e km/Alcantara/Első tulajtól/ÁFÁ-S/Garancia,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_business_dsg_mo-i_gepjarmu_garantalt_119e_km_alcantara_elso_tulajtol_afa-s_garancia-18139291#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2016,150,76460,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG Mo.-i. 1 Tul.. ÁFA-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_mo-i_1_tul_afa-s-18097814#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2016,150,138978,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7 Elektromos Panorámatető!LED fényszórók!Mo-i!1.Tulaj!138.978Km!ÁFÁ-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7_elektromos_panoramatetoled_fenyszorokmo-i1tulaj138.978kmafa-s-18081042#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7990000,2018,150,93909,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg-15599138#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
7999000,2017,179,98849,VOLKSWAGEN PASSAT 1.8 TSI Comfortline BMT DSG R-Line .Magyar.Áfa-s számla,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_1.8_tsi_comfortline_bmt_dsg_r-line_magyarafa-s_szamla-17764288#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Benzin
7999990,2015,190,210000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion R-LINE,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion_r-line-18656133#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8000000,2015,190,159000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion-18719440#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8100000,2018,150,84000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7-18708464#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8190000,2016,150,95000,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline SCR BMT DSG M.o-i!!!!Első tulaj. Kitűnő állapot!!!!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_scr_bmt_dsg_mo-ielso_tulaj_kituno_allapot-18498103#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8199000,2018,150,132000,VOLKSWAGEN PASSAT Variant 2.0 TDI Comfortline BMT DSG PANORÁMATETŐ. NAVI. START-STOP,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_comfortline_bmt_dsg_panoramateto_navi_start-stop-18708935#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8199000,2016,239,223000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG R-Line felszereltség,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg_r-line_felszereltseg-18559535#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8199000,2018,150,143653,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 ÁFÁS!. LED. NAVI. AUTOMATA. PDC. MASSZÍROZÓS ÜLÉS ÜLÉSFŰTÉSSEL,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_afas_led_navi_automata_pdc_masszirozos_ules_ulesfutessel-18357580#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8199900,2017,220,144396,VOLKSWAGEN PASSAT VIII Variant 2.0 TSI Highline BMT DSG Magasan felszerelt - Leinformálható előéletű - Szervizkönyves,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tsi_highline_bmt_dsg_magasan_felszerelt_-_leinformalhato_eloeletu_-_szervizkonyves-18706468#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Benzin
8200000,2017,190,156000,VOLKSWAGEN PASSAT ALLTRACK 2.0 TDI SCR BMT DSG 4Motion,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_alltrack/volkswagen_passat_alltrack_2.0_tdi_scr_bmt_dsg_4motion-18700302#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8280000,2015,156,202000,VOLKSWAGEN PASSAT VIII Variant 1.4 TSI GTE plug-in hibrid,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.4_tsi_gte_plug-in_hibrid-18542691#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Hibrid (Benzin)
8288000,2017,150,93473,VOLKSWAGEN PASSAT 2.0 TDI Highline BMT DSG 93.000KM-Magyarországi autó,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_bmt_dsg_93.000km-magyarorszagi_auto-18507547#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8290000,2019,150,136653,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7 MAGYAR-1.TUL-KLIMA-Ü.FŰTÉS-TEMPOMAT-P.RADAR!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7_magyar-1tul-klima-ufutes-tempomat-pradar-18699469#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8290000,2017,156,199000,VOLKSWAGEN PASSAT VIII Variant 1.4 TSI GTE plug-in hibrid Highline. LED2. Napfénytető. Adaptív,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.4_tsi_gte_plug-in_hibrid_highline_led2_napfenyteto_adaptiv-18691221#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Hibrid (Benzin)
8299000,2017,190,159800,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Highline 4Motion DSG7 Magyar 1.tulajdonos. 159.800 km. Virtual Cockpitű. Áfás ár,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_highline_4motion_dsg7_magyar_1tulajdonos_159.800_km_virtual_cockpitu_afas_ar-18720215#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8299000,2018,150,168300,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG R-Line,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg_r-line-18637345#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8390000,2017,150,94046,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG Navi!Mo-i!1.Tulaj!94.046Km!ÁFÁ-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_navimo-i1tulaj94.046kmafa-s-17932593#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8490000,2018,150,125975,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Comfortline DSG7 Magyar.Áfa.Garancia,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_comfortline_dsg7_magyarafagarancia-18651214#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8490000,2018,150,192221,VOLKSWAGEN PASSAT 2.0 TDI BMT SCR Business DSG MO-i gépjármű/Garantált 192e km/Első tulajtól/Tempomat/LED/Digit klíma/ÁFÁ-S/Gar,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_bmt_scr_business_dsg_mo-i_gepjarmu_garantalt_192e_km_elso_tulajtol_tempomat_led_digit_klima_afa-s_gar-18522094#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8490000,2017,280,143200,VOLKSWAGEN PASSAT VIII 2.0 TSI Highline BMT DSG 4Motion R-Line 280LE,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tsi_highline_bmt_dsg_4motion_r-line_280le-18413350#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Benzin
8499000,2018,150,124504,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Highline DSG7 Magyar.Áfa-s számla,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_highline_dsg7_magyarafa-s_szamla-18710609#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8499000,2018,150,154109,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 PANO.KEYLESS.KAMERA.VIRTUAL.NAVI.LED,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_panokeylesskameravirtualnaviled-18706964#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8499000,2015,156,225000,VOLKSWAGEN PASSAT VIII 1.4 TSI GTE plug-in hibrid Áfás,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_1.4_tsi_gte_plug-in_hibrid_afas-18654709#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Hibrid
8499000,2017,190,129000,VOLKSWAGEN PASSAT 2.0 TDI Highline SCR BMT Higline R-Line Digit Műszerfal Holttérfigyelő Táblafelismerő Sávtartó,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_scr_bmt_higline_r-line_digit_muszerfal_holtterfigyelo_tablafelismero_savtarto-18122024#sid=8e49b1c7-8894-48f0-a6d9-a8bae33dfb36,Dízel
8590000,2016,220,67029,VOLKSWAGEN PASSAT VIII 2.0 TSI Highline BMT DSG MAGYARORSZÁGI 1 TULAJ- SÉRÜLÉSMENTES,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tsi_highline_bmt_dsg_magyarorszagi_1_tulaj-_serulesmentes-18626984#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8590000,2017,190,151868,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG MAGYAR 1.TUL-LED-NAVI-KAMERA-TETŐ-4XÜ.FŰTÉS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_magyar_1tul-led-navi-kamera-teto-4xufutes-18577847#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8590000,2018,190,146844,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 146.e.Km Áfás Mo-i km Garancia R-LINE LED Active Info Display GPS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_146ekm_afas_mo-i_km_garancia_r-line_led_active_info_display_gps-18070991#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8590000,2017,190,98000,VOLKSWAGEN PASSAT 2.0 TDI Highline SCR BMT FULL R-LINE!!!!!/98.000KM/BŐR/NAVI/KAMERA/SZERVIZKÖNYV,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_scr_bmt_full_r-line_98.000km_bor_navi_kamera_szervizkonyv-17979886#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8599000,2018,220,138000,VOLKSWAGEN PASSAT VIII 2.0 TSI Highline BMT DSG Magyarországi..R-Line..138000 Km,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tsi_highline_bmt_dsg_magyarorszagir-line138000_km-18698947#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8599000,2015,190,138444,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline SCR BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_scr_bmt_dsg-18319543#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8700000,2018,179,91000,VOLKSWAGEN PASSAT VIII 1.8 TSI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_1.8_tsi_comfortline_bmt_dsg-18650661#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8790000,2018,280,144980,VOLKSWAGEN PASSAT Variant 2.0 TSI Highline BMT DSG 4Motion Mo-i,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tsi_highline_bmt_dsg_4motion_mo-i-18521751#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8790000,2018,220,12200,VOLKSWAGEN PASSAT VIII 2.0 TSI Highline BMT DSG R-Line - Long TOLATÓKAMERA. TÁVTARTÓ TEMPOMAT,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tsi_highline_bmt_dsg_r-line_-_long_tolatokamera_tavtarto_tempomat-16088785#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8799000,2017,150,98464,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG 98e.km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_98ekm-18672718#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8800000,2015,239,129000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-18715321#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8800000,2015,239,80493,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-17804164#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8880000,2017,156,126000,VOLKSWAGEN PASSAT VIII 1.4 TSI GTE plug-in hibrid,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_1.4_tsi_gte_plug-in_hibrid-18542890#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Hibrid (Benzin)
8890000,2018,220,98076,VOLKSWAGEN PASSAT VIII Variant 2.0 TSI Highline BMT DSG MAGYAR-1.TUL-LED-NAVI-ALCANTARA-Ü.FŰTÉS-220Le!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tsi_highline_bmt_dsg_magyar-1tul-led-navi-alcantara-ufutes-220le-18684679#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8899000,2019,150,147093,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 147e.km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_147ekm-18665153#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8950000,2019,150,155000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 DIGITAL COCKPIT LED PANORÁMA ALCANTARA E..VONÓHOROG PROF.NAVI ÖSSZ.ASSZISZTEN,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_digital_cockpit_led_panorama_alcantara_evonohorog_profnavi_osszassziszten-18471903#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8980000,2016,156,167000,VOLKSWAGEN PASSAT VIII 1.4 TSI GTE plug-in hibrid,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_1.4_tsi_gte_plug-in_hibrid-18552476#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Hibrid (Benzin)
8990000,2019,150,66759,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Business DSG MAGYAR-1.TUL-NAVI-ALCANTARA-APP-Ü.FŰTÉS-360KAM-66e.KM!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_business_dsg_magyar-1tul-navi-alcantara-app-ufutes-360kam-66ekm-18673997#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8990000,2018,220,62130,VOLKSWAGEN PASSAT VIII 2.0 TSI Highline BMT DSG Magyar-Sz.könyv-KM GARANCIA,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tsi_highline_bmt_dsg_magyar-szkonyv-km_garancia-18658993#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Benzin
8990000,2018,190,156000,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Business DSG R line.190 le.dsg.magyarországi.magánszemély.friss szervíz es műszaki,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_business_dsg_r_line190_ledsgmagyarorszagimaganszemelyfriss_szerviz_es_muszaki-18642955#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8990000,2016,190,96590,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion Friss műszaki vizsgával,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion_friss_muszaki_vizsgaval-18075130#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8999000,2017,190,176000,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Highline DSG7 R-Line Magyarországi,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_highline_dsg7_r-line_magyarorszagi-18713602#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
8999000,2016,156,179000,VOLKSWAGEN PASSAT VIII Variant 1.4 TSI GTE plug-in hibrid Teljes vezetés támogatás/ Elekt. csomagtér,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.4_tsi_gte_plug-in_hibrid_teljes_vezetes_tamogatas_elekt_csomagter-18490293#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Hibrid (Benzin)
9190000,2017,156,168941,VOLKSWAGEN PASSAT VIII Variant 1.4 TSI GTE plug-in hibrid Highline. LED2. 360 kamera. Napfénytető. Adaptív tempomat stb,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.4_tsi_gte_plug-in_hibrid_highline_led2_360_kamera_napfenyteto_adaptiv_tempomat_stb-18655864#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Hibrid (Benzin)
9199999,2019,150,70000,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7-18713429#sid=8d7f4fc4-754a-42c2-bdc8-59976fe08eff,Dízel
9200000,2019,190,136000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7-18678067#sid=7cbb9126-51e0-4179-983e-1fee121db882,Dízel
9295000,2016,239,151615,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG R-LINE// MAGYAR // 1év EXTRAGARANCIA// PANORÁMATETŐ//,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg_r-line_magyar_1ev_extragarancia_panoramateto-18234095#sid=7cbb9126-51e0-4179-983e-1fee121db882,Dízel
9299000,2018,190,81500,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline SCR BMT DSG 4Motion Mo.i-ACC-Vonóhorog-Téli Gumik-81500Km-Garancia,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_scr_bmt_dsg_4motion_moi-acc-vonohorog-teli_gumik-81500km-garancia-18634560#sid=7cbb9126-51e0-4179-983e-1fee121db882,Dízel
9299000,2019,150,145120,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Highline BŐRBELSŐ. NAVIGÁCIÓ. KÖVETŐ TEMPOMAT. MEMÓRIÁS ÜLÉS. ÁFÁS,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_highline_borbelso_navigacio_koveto_tempomat_memorias_ules_afas-18521814#sid=7cbb9126-51e0-4179-983e-1fee121db882,Dízel
9350000,2019,239,146500,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business 4Motion DSG 1. TULAJDONOS,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_4motion_dsg_1_tulajdonos-18179801#sid=7cbb9126-51e0-4179-983e-1fee121db882,Dízel
9480000,2015,156,150000,VOLKSWAGEN PASSAT VIII Variant 1.4 TSI GTE plug-in hibrid,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.4_tsi_gte_plug-in_hibrid-18542875#sid=7cbb9126-51e0-4179-983e-1fee121db882,Hibrid (Benzin)
9490000,2020,120,56800,VOLKSWAGEN PASSAT Variant 1.6 TDI Highline DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_1.6_tdi_highline_dsg-18032604#sid=7cbb9126-51e0-4179-983e-1fee121db882,Dízel
